UID;Frage;Antwort;Subject;Zusatzangaben;Tausch;Phase;Eingabedatum;DueDate
1362;trail order;Probeauftrag;Business English 2;;swapped;1;11.03.15;11.03.15
1363;Transportschaden;damage in transit;Business English 1;;;3;12.01.14;28.01.14
1364;Transportschäden;damage in transport;Business English 1;;;4;01.12.13;13.02.14
1365;Transportschäden;damage in transit;Business English 2;;;3;11.03.15;13.03.18
1366;Träumer / Naivling;el iluso / la ilusa;ECOS Español;;swapped;2;06.01.18;07.11.18
1367;travel expenditures;Reisekosten;Business English 1;;swapped;5;01.12.13;19.03.16
1368;turbado     Puede darse el caso de que lo haya turbado con la cuestión del alcoholismo.;beunruhigt / verlegen;ECOS Español;;;6;06.01.18;
1369;turnover;Umsatz;Business English 1;;;4;04.11.13;27.01.14
1370;two edged weapon;zweischneidiges Schwert;Business English 1;;;3;06.01.14;28.01.14
1371;überflüssig;superfluous;Business English 1;;;1;01.12.13;20.12.15
1372;überhaupt nicht;not at all;Business English 2;;;2;11.03.15;10.06.15
1373;überreden;convenver     Steve Jobs convenció Woz de comercializar su invenciones.;Español Gramática;;swapped;2;04.03.18;08.03.18
1374;überreichen / liefern;entregar algo     La Deutsche Post entrega muchos paquetes cada dia.;Malaga 2018;;swapped;5;29.03.18;07.12.18
1375;überschreiten     übertreffen;rebasar     sobrepasar     Cuando la verdad rebasa las cinco líneas, es una novela.;ECOS Español;;swapped;3;06.01.18;14.11.18
1376;übersteigen;to exceed;Business English 1;;swapped;4;04.11.13;26.01.14
1377;Überstunden machen;to work overtime;Business English 2;;;2;11.03.15;09.01.18
1378;Überweisung;bank transfer  transferal;Business English 1;;swapped;1;04.11.13;20.12.15
1379;üblichen Verdächtigen;usual suspects;Business English 1;;;1;01.12.13;06.01.18
1380;umfallen;caerse;El arte de empezar;;swapped;6;21.05.17;
1381;umfassen     Das Angebot von arvato umfasst alle Leistungen im Prozess / einen umfrangreichen Leistungsumfang.   ;abarcar     La oferta de arvato abarca todos rendimientos en el processo / un volumen de prestaciones extenso.;El arte de empezar;;;2;21.05.17;05.12.18
1382;umgekehrt;a la inversa;El arte de empezar;;swapped;5;20.01.18;19.01.19
1383;Umsatz;turnover;Business English 1;;swapped;4;04.11.13;26.01.14
1384;umtauschen gegen eine andere Größe  umtauschen gegen Geld;cambiar por otra talla     devolver por dinero;Malaga 2018;;swapped;5;29.03.18;23.02.19
1385;una charla;ein Vortrag;El arte de empezar;;;6;21.05.17;
1386;unangebracht / unangemessen;inappropriate;Business English 1;;;2;06.01.14;19.01.14
1387;una tasa;eine Gebühr;ECOS Español;;;1;04.11.18;04.11.18
1388;unbearable;unerträglich/untragbar;Business English 1;;swapped;3;06.01.14;28.01.14
1389;un bolígrafo cómodo para exámenes;einen angenehmen Kugelschreiber für Klausuren;Malaga 2018;;;5;29.03.18;12.01.19
1390;un cuarto torcido     recto     torcido;ein schräges Bild     gerade     schräg;Malaga 2018;;;5;29.03.18;12.01.19
1391;undergoing;sich unterziehen;Business English 1;;;4;04.11.13;26.01.14
1392;un documental;ein Dokumentalfilm;El arte de empezar;;swapped;6;12.11.17;
1393;unerlässlich/ notwendig;imprescindible;ECOS Español;;swapped;1;04.11.18;04.11.18
1394;unerträglich/untragbar;unbearable;Business English 1;;;2;06.01.14;09.01.18
1395;unforeseeable;unvorhersehbar;Business English 1;;;4;04.11.13;26.01.14
1396;ungebetenes Angebot;unsolicited offer;Business English 2;;;2;11.03.15;22.03.15
1397;ungläubige;infidels;Business English 1;;swapped;4;04.11.13;28.01.14
1398;ungleichmäßige Qualität;inconsistent quality;Business English 2;;;1;11.03.15;06.01.18
1399;unileterally;einseitig;Business English 1;;;2;06.01.14;19.01.14
1400;un imán (permanente);ein Magnet;Malaga 2018;;;5;29.03.18;12.01.19
1401;un nuevo trazado;eine neue Ausrichtung;ECOS Español;;;1;04.11.18;04.11.18
1402;un plan a largo plazo     En la Argentina, los planes a largo plazo no se cumplen. Ya ni siquiera se formulan.;ein langfristiger Plan;ECOS Español;;;1;04.11.18;04.11.18
1403;un proverbio;ein Sprichwort;El arte de empezar;;;6;21.05.17;
1404;un rechazo;eine Ablehnung;El arte de empezar;;;6;21.05.17;
1405;un repuesto     El ejército no tiene repuestos ni para que sus tanques blindados desfilen en las fiestas patrias.;ein Ersatzteil;ECOS Español;;;1;04.11.18;04.11.18
1406;un retrato     un retrato de la grave situación del continente, en el que 35 milliones no están logrando niveles minimos de conocimiento en lectura (...);ein Bild / Portät;ECOS Español;;swapped;6;06.01.18;
1407;uns Haftbar/verantwortlich machen;hold us liable;Business English 1;;swapped;2;06.01.14;19.01.14
1408;unsolicited offer;ungebetenes Angebot;Business English 2;;swapped;3;11.03.15;16.01.18
1409;un supuesto;eine Annahme;El arte de empezar;;;6;21.05.17;
1410;unterbrechen     Die Lehrerin unterbrach sie mehrmals.;interrumpir     La profesora la interrumpió varias veces.;El arte de empezar;;;6;12.11.17;
1411;unterbringen / entgegenkommen;accommodate;Business English 1;;swapped;5;04.11.13;06.04.18
1412;Unterkunft buchen;to book accommodation;Business English 1;;swapped;5;01.12.13;06.04.18
1413;unterschreiben;sign;Business English 2;;;2;11.03.15;13.02.18
1414;Unterschriften;signatures;Business English 1;;;4;12.01.14;19.01.16
1415;Untersuchen wir die Vorteile dieser neuen Forschungsmethode.;Estudiaremos las ventajas de este nuevo método de investigación.;Español Gramática;;swapped;2;04.03.18;08.03.18
1416;un traslado laboral;eine Arbeitsplatzverlegung;ECOS Español;;;1;04.11.18;04.11.18
1417;unverändert;inalterado;El arte de empezar;;swapped;5;21.05.17;02.03.19
1418;unverbindlich;non-binding;Business English 1;;swapped;4;12.01.14;19.01.16
1419;unvermeidlich;inevitable;Business English 1;;swapped;1;12.01.14;20.12.15
1420;unvorhersehbar;unforeseeable;Business English 1;;swapped;4;04.11.13;28.01.14
1421;unwesentlich;minor;Business English 1;;swapped;1;04.11.13;20.12.15
1422;unwiederruflich;irrevocable;Business English 1;;swapped;1;04.11.13;06.01.18
1423;usual suspects;üblichen Verdächtigen;Business English 1;;swapped;4;01.12.13;17.02.14
1424;V. geht es immer schlechter.;Venezuela está cada vez peor.;ECOS Español;;swapped;1;04.11.18;04.11.18
1425;Vaya a la sala unos minutos antes de la presentación.;Gehen Sie einige Minuten vor der Präsentation in den Raum.;Español Gramática;;;2;04.03.18;08.03.18
1426;Venezuela está cada vez peor.;V. geht es immer schlechter.;ECOS Español;;;1;04.11.18;04.11.18
1427;venir (ind);vine viniste vino;Malaga 2018;;;5;29.03.18;12.01.19
1428;verarbeiten;to process;Business English 1;;;3;01.12.13;16.01.18
1429;verbindlich;binding;Business English 1;;;3;12.01.14;16.01.18
1430;verfügbar   ;disponible     ¿Estás disponible durante las fechas previstas del intercambio?;El arte de empezar;;swapped;6;20.01.18;
1431;Vergessen Sie nicht die Wichtigkeit der ersten Minuten ihres Vortrags.;No olvide la importancia de los primeros minutos de su discurso.;Español Gramática;;swapped;2;04.03.18;08.03.18
1432;vergleichsweise;comperatively;Business English 1;;swapped;4;04.11.13;26.01.14
1433;verhandeln / feilschen;regatear en un basar     = negociar en la calle;Malaga 2018;;swapped;4;29.03.18;25.12.18
1434;verkürzt;abbreviated;Business English 2;;swapped;2;11.03.15;09.06.15
1435;Verluste;loss(es);Business English 2;;;1;11.03.15;11.03.15
1436;vermeiden / umgehen;evitar / esquivar     es casi imposible esquivar el gran tema, en un clima apocalíptico, donde lo más inquietante (beängstigend) es el temor (Angst) al futuro.;ECOS Español;;swapped;6;06.01.18;
1437;vermieten;alquilar algo a algien;Malaga 2018;;swapped;5;29.03.18;12.01.19
1438;Vermögensschäden;financial, pecuniary damage;Business English 2;;;2;11.03.15;23.12.15
1439;vermuten;sospechar;El arte de empezar;;swapped;6;21.05.17;
1440;Verpflichtungen;liabilities / obligations / duties;Business English 2;;;2;11.03.15;23.12.15
1441;Versandanzeige;advice of despatch;Business English 1;;;1;12.01.14;06.01.18
1442;Versandanzeige;note of dispatch;Business English 2;;;1;11.03.15;11.03.15
1443;Versandbereitschaft;ready for dispatch;Business English 2;;;2;11.03.15;10.06.15
1444;Versanddokumente;shipping documents;Business English 1;;swapped;5;01.12.13;06.04.18
1445;verschieben / aufschieben;to postpone;Business English 1;;swapped;2;06.01.14;21.01.14
1446;Versichern Sie sich, dass die Medien, die Sie nutzen werden, funktionieren.;Asegúrese de que funcionan los medios audiovisuales que va a usar.;Español Gramática;;swapped;1;04.03.18;26.11.18
1447;verstärken;reforzar     la gran brecha de calidad entre la educación pública y privada que refuerza la desigualidad social en Latinoamerica.;ECOS Español;;swapped;6;06.01.18;
1448;Verstehe was die andere Person möchte, indem du viel fragst;Comprende que quiere la otra persona por preguntar mucho;Malaga 2018;;swapped;5;29.03.18;23.02.19
1449;verteilen;circulate;Business English 1;;;4;01.12.13;13.02.14
1450;verteilt in M;"repartidos por M     En total hay 1100 pasos de cebra ""versificados"" repartidos por Madrid.";ECOS Español;;swapped;1;04.11.18;04.11.18
1451;Vertragsbestimmung;contract stipulations;Business English 1;;;2;12.01.14;19.01.14
1452;Vertragsentwurf;contact draft;Business English 1;;;3;12.01.14;28.01.14
1453;Vertragsparteien;contractual parties;Business English 2;;;1;11.03.15;03.03.18
1454;Vertreter;representativ;Business English 1;;swapped;5;04.11.13;06.04.18
1455;verwerfen, verzichten auf;to waive a principle / objection;Business English 2;;;3;11.03.15;16.01.18
1456;Verzug;arrear;Business English 1;;swapped;4;04.11.13;15.02.14
1457;Ves a algien?     No, no veo a nadie.;Siehst du jemand?     Nein, ich sehe niemand.;Español Gramática;;swapped;4;10.02.18;30.03.18
1458;Ves a esta chica?     Sí, la veo.;Siehst du das Mädchen?     Ja, ich sehe sie.;Español Gramática;;swapped;4;10.02.18;30.03.18
1459;Ves algo?     No, no veo nada.;Siehst du etwas?     Nein, ich sehe nichts.;Español Gramática;;swapped;4;10.02.18;30.03.18
1460;Ves a los chicos?     No, no los veo.;Siehst du die Jungs?     Nein, ich sehe sie nicht.;Español Gramática;;swapped;5;10.02.18;12.01.19
1461;Vielen Dank für Ihre Aufmerksamkeit.;Les agradezco su atención.;Español Gramática;;swapped;2;04.03.18;08.03.18
1462;Viele Portale sind angegriffen worden.;Muchos portales han sido atacados.;ECOS Español;;swapped;1;04.11.18;04.11.18
1463;vollziehen/beenden  sie haben es geschafft mich zu beklauen;acabar  me acaban de robar;El arte de empezar;;;6;21.05.17;
1464;von Anfang an;right from the beginning;Business English 2;;swapped;5;11.03.15;01.06.18
1465;von äußerster Wichtigkeit;paramount importance;Business English 1;;swapped;4;04.11.13;28.01.14
1466;von einem Auftrag zurücktreten;to withdraw from an order;Business English 2;;;1;11.03.15;06.06.15
1467;vorausgesetzt, dass;provided that;Business English 1;;swapped;5;04.11.13;14.04.14
1468;Voraussicht  Prospekt;prospect  prospectus (es);Business English 1;;;5;01.12.13;19.03.16
1469;vorbeikommen;pasar por;ECOS Español;;swapped;6;04.02.18;
1470;Vor einer Woche habe ich Tina gesehen.;Hace una semana vi a Tina.;Español Gramática;;;5;10.02.18;24.02.19
1471;vorläufig, zunächst/ bis auf weiteres;for the time being;Business English 1;;swapped;3;06.01.14;28.01.14
1472;Vor mehr als 500 Jahren kam Kolumbus in Amerika an.;Hace más de 500 años Colón llegó a América.;ECOS Español;;swapped;2;04.02.18;07.11.18
1473;vorsätzlich;purposely, deliberately, willingly;Business English 2;;;1;11.03.15;20.12.15
1474;Vorschlag;suggestion  proposal (Angebot);Business English 2;;;1;11.03.15;20.12.15
1475;Vorschläge;suggestions;Business English 1;;;5;04.11.13;06.04.18
1476;vorschlagen;proponer     yo propongo que cambiemos el eslogan.;El arte de empezar;;swapped;4;12.11.17;01.01.19
1477;Voy a explicarles brevemente en qué consiste el examen final.;Ich werde Ihnen kurz erklären woraus die Abschlussprüfung besteht.;Español Gramática;;swapped;3;04.03.18;20.03.18
1478;Voy demasiado despacio?;Bin ich zu langsam?;Español Gramática;;;2;04.03.18;08.03.18
1479;wages;Lohn;Business English 2;;swapped;3;11.03.15;16.01.18
1480;Wahrscheinlich werden wir 200 Mitarbeiter mehr einstellen müssen.;Probablemente tendremos que contratar a 200 empleados más.;Español Gramática;;swapped;1;04.03.18;10.03.18
1481;waive a policy;eine Unternehmenspolitik verwerfen;Business English 1;;;4;04.11.13;26.01.14
1482;warten Sie bitte, bis Ihnen das Wort erteilt wird;please go through the chair;Business English 2;;;3;11.03.15;30.12.15
1483;Wartung / Pflege;maintenance (aber mainain);Business English 2;;;2;11.03.15;10.06.15
1484;Warum hast du das Handy gekauft?     Wozu brauchst du es?;¿Por qué has comprado el móvil?     ¿Para qué lo necesitas?;ECOS Español;;swapped;6;04.02.18;
1485;Warum suchst du uns?;Por qué nos buscas?;Español Gramática;;;4;10.02.18;30.03.18
1486;Was bestellst du?;Qué pides?;ECOS Español;;swapped;6;04.02.18;
1487;Was mir am besten gefällt, ist wenn sie mir Geld schenken.;Lo que más me gusta es que me regalen dinero.;Malaga 2018;;swapped;5;29.03.18;12.01.19
1488;Was widmest du dich?     sich jmdn. / etw. widmen;A que te dedicas?     dedicarse a algien / algo;Malaga 2018;;swapped;4;29.03.18;25.12.18
1489;we'll leave that up to you;das überlassen wir Ihnen;Business English 2;;swapped;2;11.03.15;10.06.15
1490;We accept your offer.;Wir nehmen ihr Angebot an.;Business English 2;;swapped;1;11.03.15;11.03.15
1491;we are at a loss to understand;es ist uns völlig unverständlich, dass;Business English 2;;swapped;4;11.03.15;05.02.18
1492;we are not willing to / prepared to;wir sind nicht bereit;Business English 1;;swapped;4;12.01.14;19.01.16
1493;we charge / calculate the overtime according to the basis rate of 80%;Wir berechnen Überstunden nach einem Basissatz von 80%;Business English 2;;swapped;1;11.03.15;11.03.15
1494;We have to renegotiate your offer.;Wir müssen über Ihr Angebot verhandeln.;Business English 2;;swapped;2;11.03.15;09.06.15
1495;weise / klug;sabio;El arte de empezar;;;6;21.05.17;
1496;we jeopardize our reputation;Wir riskieren unseren guten Ruf;Business English 2;;swapped;4;11.03.15;05.02.18
1497;Welche Stadt ist die ...;Cuál es la ciudad más...;Malaga 2018;;swapped;5;29.03.18;12.01.19
1498;We need / require an all-inclusive total price for your performance.;Wir brauchen für ihre Leistungen einen Komplettpreis.;Business English 2;;swapped;2;11.03.15;10.06.15
1499;wenn die Schere zwischen arm und reich sich weiter öffnet;si la brecha entre los ricos y los pobres sigue creciendo;El arte de empezar;;swapped;2;02.12.18;05.12.18
1500;Wenn Sie die Aufmerksamkeit des Publikums nicht zu anfang gewinnen, wird es sehr schwer das später zu erreichen.;Si no capta la atención de la audiencia al principio, será muy difícil conseguirlo después.;Español Gramática;;swapped;2;04.03.18;08.03.18
1501;Wenn Sie mit dem Publikum interagieren, schauen Sie der Person mit der sie reden in die Augen.;Cuando interaccione con el público, mire a los ojos de la persona con la que habla.;Español Gramática;;swapped;2;04.03.18;08.03.18
1502;Wenn Sie sich auf ihre Präsentation vorbereiten, denken Sie an die Kleidung die Sie tragen werden.;Cuando prepare su presentación, tenga en cuenta la ropa que va a ponerse.;Español Gramática;;swapped;1;04.03.18;10.03.18
1503;Wenn Sie sich psychologische ihrem Publikum nähern möchten, verkürzen sie die physische Distanz.;Si quiere acercarse psicológicamente a su audiencia, acorte la distancia física.;Español Gramática;;swapped;2;04.03.18;08.03.18
1504;Wenn wir das vorher gewusst hätten,...;If we had known that earlier...;Business English 2;;;1;11.03.15;07.06.15
1505;Wenn wir morgen Zeit haben, werden wir an den Strand gehen.;Si tenemos tiempo mañana, iremos a la playa.;Español Gramática;;swapped;3;18.02.18;13.03.18
1506;Werbegeschenk;give away (gadget);Business English 1;;;5;01.12.13;06.04.18
1507;Werden sie bedient?;Are you being served?;Business English 1;;swapped;5;04.11.13;14.04.14
1508;We will place this order with your enterprise;Wir erteilen Ihrem Unternehmen diesen Auftrag;Business English 2;;swapped;1;11.03.15;11.03.15
1509;We would like to stagger the commission fee..;Wir möchten die Vermittlungsgebühr staffeln..;Business English 2;;swapped;3;11.03.15;20.02.18
1510;Widerspruch;contradiction;Business English 1;;;1;12.01.14;20.12.15
1511;Widerspruch;contradiction;Business English 2;;;2;11.03.15;23.12.15
1512;wiederherstellen     ausnüchtern;recuperar     recuperar la sobriedad;ECOS Español;;swapped;2;06.01.18;07.11.18
1513;Wiederverkäuferrabatt;resale discount;Business English 1;;swapped;4;04.11.13;26.01.14
1514;Wie ich bereits sagte...;Como decía antes...;Español Gramática;;swapped;1;04.03.18;26.11.18
1515;Wie ich zu Anfang sagte...;Como les decía al principio...;Español Gramática;;swapped;2;04.03.18;08.03.18
1516;Wie man erzählt, ...;Según cuentan,     aunque todas las luces del castillo se apaguen, el cuadro se ve iluminado.;ECOS Español;;swapped;1;04.11.18;04.11.18
1517;Wie weit sind Sie in der Lage uns entgegen zu kommen, soweit der Preis, Rabatt, Termin und Service betroffen ist?;How far / To what extend can you accommodate us concerning / with respect of price, discount, rebate, deadline and service?;Business English 2;;;2;11.03.15;23.12.15
1518;Wie wir vorhin gesagt haben, wurde unsere Firma 2015 gegründet.;Como habíamos dicho anteriormente, nuestra empresa se fundó en 2015.;Español Gramática;;swapped;2;04.03.18;08.03.18
1519;Wir berechnen Überstunden nach einem Basissatz von 80%;we charge / calculate the overtime according to the basis rate of 80%;Business English 2;;;2;11.03.15;10.06.15
1520;Wir brauchen für ihre Leistungen einen Komplettpreis.;We need / require an all-inclusive total price for your performance.;Business English 2;;;2;11.03.15;09.01.18
1521;Wir erteilen Ihrem Unternehmen diesen Auftrag;We will place this order with your enterprise;Business English 2;;;1;11.03.15;20.12.15
1522;Wir haben euch gesehen.;Os hemos visto.;Español Gramática;;;4;10.02.18;30.03.18
1523;Wir möchten die Vermittlungsgebühr staffeln..;We would like to stagger the commission fee..;Business English 2;;;3;11.03.15;30.12.15
1524;Wir müssen über Ihr Angebot verhandeln.;We have to renegotiate your offer.;Business English 2;;;1;11.03.15;20.12.15
1525;Wir nehmen ihr Angebot an.;We accept your offer.;Business English 2;;;1;11.03.15;06.06.15
1526;Wir riskieren unseren guten Ruf;we jeopardize our reputation;Business English 2;;;2;11.03.15;10.06.15
1527;wir sind nicht bereit;we are not willing to / prepared to;Business English 1;;;2;12.01.14;21.01.14
1528;Wir waren zwei Geschwister.;Éramos dos hermanos.;Español Gramática;;swapped;3;18.02.18;13.03.18
1529;within fortnight;innerhalb 2. Wochen;Business English 1;;;1;04.11.13;06.01.18
1530;Wohin geht ihr?;Adónde vais?;Español Gramática;;swapped;4;18.02.18;26.12.18
1531;Wohin geht ihr? und mit wem?;Adónde vais? y con quién?;Malaga 2018;;swapped;5;29.03.18;07.12.18
1532;Wo ist José?     Ich sehe ihn nicht.;Dónde está José?     No lo veo.;Español Gramática;;;5;10.02.18;24.02.19
1533;ya;schon;El arte de empezar;;;6;21.05.17;
1534;"Ya lo dijo Marx...     ""La economía es el motor de la historia.""";Schon Marx sagte...;Español Gramática;;;2;04.03.18;08.03.18
1535;ya que     No quiero ir a la piscina ya que está muy frio.;zumals;El arte de empezar;;;2;21.05.17;05.12.18
1536;Ya tienes planes para...;Hast du schon Pläne für...;Malaga 2018;;;5;29.03.18;12.01.19
1537;Yo diría que continuemos la cooperación.;Ich würde sagen, dass wir die Kooperation fortführen.;Español Gramática;;;2;04.03.18;08.03.18
1538;Yo propondría que...;Ich würde vorschlagen...;Español Gramática;;;3;04.03.18;20.03.18
1539;you are obliged to;sie sind verpflichtet zu;Business English 1;;swapped;3;12.01.14;28.01.14
1540;you may rest assured;sie dürfen versichert sein;Business English 1;;;4;04.11.13;26.01.14
1541;your competitor grants better conditions;ihr Konkurrent gewährt bessere Bedingungen;Business English 2;;swapped;4;11.03.15;02.04.18
1542;Zahlung auf Rechnung;payment on open account;Business English 1;;swapped;4;04.11.13;26.01.14
1543;Zahlungsverzug;delay of payment;Business English 2;;;1;11.03.15;07.06.15
1544;zeichnen  die Zeichnung;dibujar a algien  el dibujo;Malaga 2018;;swapped;5;29.03.18;12.01.19
1545;Zeig, dass du normal und ähnlich bist;Muestre que eres normal y similar;Malaga 2018;;;5;29.03.18;07.12.18
1546;zeigen;mostrar;El arte de empezar;;swapped;6;21.05.17;
1547;"ziemlich ungeduldig  ""     gut";rather impatient  fairly good;Business English 1;;;4;01.12.13;17.02.14
1548;zu etwas bereit sein;estar dispuesto a     Estoy dispuesto a vivir y trabajar en España.;El arte de empezar;;swapped;6;21.05.17;
1549;zufrieden sein mit;being satisfied with / by;Business English 2;;;1;11.03.15;20.12.15
1550;zufrieden stellend;satisfying;Business English 2;;;2;11.03.15;23.12.15
1551;zügig & ordnungsgemäß;promptly & properly;Business English 1;;swapped;1;04.11.13;06.01.18
1552;zu Gunsten von;for the benefit of / in favor of;Business English 2;;;1;11.03.15;11.03.15
1553;Zulassung, Erlaubnis;concession;Business English 1;;swapped;1;04.11.13;06.01.18
1554;zumals;ya que     No quiero ir a la piscina ya que está muy frio.;El arte de empezar;;swapped;6;21.05.17;
1555;zurücktreten;desistir     Bill Gates desistió como gerente de Microsoft.;El arte de empezar;;;5;21.05.17;02.03.19
1556;zusammenstellen;recopilar     Han recopilado 700 versos enviados en todos idiomas por los ciudadanos.;ECOS Español;;swapped;1;04.11.18;04.11.18
1557;zuständig für;in charge of;Business English 1;;swapped;4;04.11.13;27.01.14
1558;zu ungelegenden Zeiten;a horas intempestivas;ECOS Español;;swapped;1;04.11.18;04.11.18
1559;zuverlässig;reliable  dependable;Business English 1;;swapped;4;04.11.13;26.01.14
1560;zwar;it is true that;Business English 1;;swapped;4;01.12.13;15.02.14
1561;Zweideutigkeit;ambiguity;Business English 1;;swapped;2;06.01.14;19.01.14
1562;zweifache Ausfertigung;in doublicated;Business English 1;;;1;01.12.13;20.12.15
1563;zweischneidiges Schwert;two edged weapon;Business English 1;;swapped;3;06.01.14;28.01.14
1564;Zwei von fünf reden spanisch.;Dos de cada cinco hablan español.;Español Gramática;;swapped;3;18.02.18;13.03.18
1565;zwischenzeitlich;meanwhile;Business English 2;;swapped;2;11.03.15;10.06.15
